Mantel–Haenszel method,Mantel-Haenszel 方法,,,,,,,,,,,,,,
Mantel-Haenszel test,Mantel-Haenszel检验,,,,,,,,,,,,,,
Mantel-Haenszl summary chi-square test,Mantel-Haenszl 汇总卡方检验,,,,,,,,,,,,,,
manual sampling,人工抽样,,,,,,,,,,,,,,
Many-to-one-comparison,多对一比较,,,,,,,,,,,,,,
MAR,随机缺失,,,,,,,,,,,,,,
marginal density function,边际密度函数,,,,,,,,,,,,,,
marginal distribution,边际分布,,,,,,,,,,,,,,
marginal models,边际模型,,,,,,,,,,,,,,
marginal models for missing categorical data,缺失分类数据的边际模型,,,,,,,,,,,,,,
marginal opportunity cost,边际机会成本,,,,,,,,,,,,,,
marginal probability,边际概率,,,,,,,,,,,,,,
marginal probability distribution,边际概率分布,,,,,,,,,,,,,,
marginal quasi-likelihood estimate,边际拟似然估计量,,,,,,,,,,,,,,
marginal random effect,边际随机效应,,,,,,,,,,,,,,
marginal total,边际和,,,,,,,,,,,,,,
Markov Chain Monte Carlo (MCMC),马尔可夫链蒙特卡罗法（又简称MCMC）,,,,,,,,,,,,,,
Markov Chain Monte Carlo，MCMC,马尔科夫链蒙特卡洛,,,,,,,,,,,,,,
Markov-Chain Monte Carlo simulation,马尔可夫链蒙特卡罗模拟、MCMC模拟,,,,,,,,,,,,,,
Markow model,Markow模型,,,,,,,,,,,,,,
Martingale residual,鞅残差,,,,,,,,,,,,,,
Master protocol,主方案,,,,,,,,,,,,,,
Master protocol with adaptive designs,适应性主方案设计,,,,,,,,,,,,,,
matched analysis,匹配分析,,,,,,,,,,,,,,
matched case–control study,配对病例对照研究,,,,,,,,,,,,,,
matched design,配对设计,,,,,,,,,,,,,,
matched study,配对研究,,,,,,,,,,,,,,
matched-pair,配对,,,,,,,,,,,,,,
matching,匹配,,,,,,,,,,,,,,
mathematical statistics,数理统计（学）,,,,,,,,,,,,,,
maximin contrast tests,最大最小对比检验,,,,,,,,,,,,,,
maximum,最大值,,,,,,,,,,,,,,
maximum aposteriori estimate,最大后验估计量,,,,,,,,,,,,,,
maximum average range,最大平均极差,,,,,,,,,,,,,,
maximum likelihood,"极大似然,最大似然",,,,,,,,,,,,,,
maximum likelihood equation,最大似然方程,,,,,,,,,,,,,,
maximum likelihood estimate (MLE),最大似然估计 (MLE),,,,,,,,,,,,,,
maximum likelihood estimation (MLE),最大似然估计 (MLE) 法,,,,,,,,,,,,,,
maximum likelihood method,最大似然法,,,,,,,,,,,,,,
maximum number of stage,最大阶段数,,,,,,,,,,,,,,
maximum observed (plasma) drug concentration,观察到的血药浓度最大值,,,,,,,,,,,,,,
maximum sample standard deviation,最大样本标准差,,,,,,,,,,,,,,
maximum tolerable dose (MTD),最大耐受剂量（又缩写为MTD）,,,,,,,,,,,,,,
Maximum tolerated error,最大容许误差,,,,,,,,,,,,,,
MCAR,完全随机缺失,,,,,,,,,,,,,,
MCMC,马尔可夫链蒙特卡罗法,,,,,,,,,,,,,,
McNemar test,McNemar检验,,,,,,,,,,,,,,
mean,均值、均数,,,,,,,,,,,,,,
mean change,平均变化,,,,,,,,,,,,,,
mean of population,总体均值、群体均值,,,,,,,,,,,,,,
mean residence time,平均滞留时间,,,,,,,,,,,,,,
mean square,均方,,,,,,,,,,,,,,
mean squared error (MSE),均方误差（又缩写为MSE）,,,,,,,,,,,,,,
mean variance,均方、方差,,,,,,,,,,,,,,
measuran,被测量,,,,,,,,,,,,,,
measure of association,关联度,,,,,,,,,,,,,,
measure of concordance,一致性度量,,,,,,,,,,,,,,
measure of dispersion,离散性度量、离散性测量,,,,,,,,,,,,,,
measure of effect,效果测量,,,,,,,,,,,,,,
measure of variability,可变性的测量,,,,,,,,,,,,,,
measurement,测量,,,,,,,,,,,,,,
measurement error,测量误差,,,,,,,,,,,,,,
measurement result,测量结果,,,,,,,,,,,,,,
measurement scale,测量尺度,,,,,,,,,,,,,,
measurement series,测量序列,,,,,,,,,,,,,,
measuring cost,计量成本,,,,,,,,,,,,,,
mechanical sampling,机械抽样,,,,,,,,,,,,,,
median,中位数,,,,,,,,,,,,,,
median absolute deviation (MAD),中值绝对偏差 (又简称为MAD),,,,,,,,,,,,,,
median control chart,中位数控制图,,,,,,,,,,,,,,
median survival time,中位生存时间,,,,,,,,,,,,,,
median unbiased point estimation,中值无偏点估计,,,,,,,,,,,,,,
median value,中位数,,,,,,,,,,,,,,
Medical Claims Data,医保数据,,,,,,,,,,,,,,
"Medical Dictionary for Regulatory Activities, MedDRA",监管活动医学词典,,,,,,,,,,,,,,
medical statistics,医学统计学,,,,,,,,,,,,,,
Medline database,Medline数据库,,,,,,,,,,,,,,
memoryless process,无记忆过程,,,,,,,,,,,,,,
memoryless property,无记忆性,,,,,,,,,,,,,,
mendelian experiment,孟德尔实验,,,,,,,,,,,,,,
merging constant,合并常数,,,,,,,,,,,,,,
mesokurtosis,正态峰,,,,,,,,,,,,,,
meta-analysIs,meta分析、荟萃分析,,,,,,,,,,,,,,
meta-analytic combined (MAC),元分析组合 (又简称为MAC),,,,,,,,,,,,,,
meta-analytic predictive (MAP),元分析预测 (又简称为MAP),,,,,,,,,,,,,,
method of grouping,分组法,,,,,,,,,,,,,,
method of least squares,最小二乘法,,,,,,,,,,,,,,
method of moment,矩法、矩量法,,,,,,,,,,,,,,
method of percentiles,百分位数法,,,,,,,,,,,,,,
microarray,微阵列,,,,,,,,,,,,,,
microheterogeneity,微异质性,,,,,,,,,,,,,,
midpoint of class,组中值,,,,,,,,,,,,,,
midrange,中程数,,,,,,,,,,,,,,
mid-value of class,组中值,,,,,,,,,,,,,,
minimal clinically important differences (MCID),最小临床重要差异 (MCID),,,,,,,,,,,,,,
minimal effective dose,最小有效剂量,,,,,,,,,,,,,,
minimal lethal dose,最小致死剂量,,,,,,,,,,,,,,
minimally effective exposure level,最低有效暴露水平,,,,,,,,,,,,,,
minimax optimality,极小极大优化,,,,,,,,,,,,,,
minimisation,最小化,,,,,,,,,,,,,,
Minimization,最小化法,,,,,,,,,,,,,,
minimization algorithms (for subject allocation),最小化算法（用于受试者分配）,,,,,,,,,,,,,,
minimum,最小值,,,,,,,,,,,,,,
minimum clinical signiﬁcant difference,最小临床显着差异,,,,,,,,,,,,,,
minimum detectable value of the net state variable,净状态变量的最小可检出值,,,,,,,,,,,,,,
minimum effective dose,最小有效剂量（有时又简称为MED）,,,,,,,,,,,,,,
minimum process capability index,最小过程能力指数,,,,,,,,,,,,,,
minimum process performance index,最小过程性能指数,,,,,,,,,,,,,,
minimum value of objective function,目标函数最小值,,,,,,,,,,,,,,
misclassification,误分类,,,,,,,,,,,,,,
misclassification rate,错误分类率,,,,,,,,,,,,,,
mis-match-repair-deﬁcient,错配修复缺陷,,,,,,,,,,,,,,
Missing at random (MAR),随机缺失 (又简称为MAR),,,,,,,,,,,,,,
Missing At Random，MAR,随机缺失,,,,,,,,,,,,,,
missing categorical data,缺失分类数据,,,,,,,,,,,,,,
missing completely at random (MCAR),完全随机缺失（又简称为MCAR）,,,,,,,,,,,,,,
Missing Completely At Random，MCAR,完全随机缺失,,,,,,,,,,,,,,
Missing Data,缺失数据,,,,,,,,,,,,,,
Missing data,缺失数据,,,,,,,,,,,,,,
missing data,缺失数据,,,,,,,,,,,,,,
missing not at random (MNAR),非随机缺失（又简称为MNAR）,,,,,,,,,,,,,,
Missing Not At Random，MNAR,非随机缺失,,,,,,,,,,,,,,
missing value,缺失值,,,,,,,,,,,,,,
mixed effect model,混合效应模型,,,,,,,,,,,,,,
Mixed Enrichment Strategy,复合型富集策略,,,,,,,,,,,,,,
mixed error,混合误差,,,,,,,,,,,,,,
mixed exponential survival mode,混合指数生存模式,,,,,,,,,,,,,,
mixed model analysis of variance,混合模型方差分析,,,,,,,,,,,,,,
mixed-effect model for repeated measure,重复测量的混合效应模型,,,,,,,,,,,,,,
Mixed-effects Models,混合效应模型,,,,,,,,,,,,,,
mixed-effects nonlinear regression model,混合效应非线性回归模型,,,,,,,,,,,,,,
mixture model,混合模型,,,,,,,,,,,,,,
mixture of Wiener processes,维纳过程的混合,,,,,,,,,,,,,,
mode,众数,,,,,,,,,,,,,,
model,模型,,,,,,,,,,,,,,
model building,模型构建,,,,,,,,,,,,,,
model prediction error,模型预测误差,,,,,,,,,,,,,,
model-based optimal experimental design theory,基于模型的优化试验设计理论,,,,,,,,,,,,,,
modified ITT analysis set,改良ITT分析集,,,,,,,,,,,,,,
modified linear contrast test,修正线性对比检验,,,,,,,,,,,,,,
moment,动差、矩,,,,,,,,,,,,,,
monitoring dispersion,监测分散,,,,,,,,,,,,,,
monotone data pattern,单调数据模式,,,,,,,,,,,,,,
monotone missingness,单调缺失,,,,,,,,,,,,,,
monotonic dose-response relationship,单调剂量反应关系,,,,,,,,,,,,,,
monotonicity assumption,单调性假设,,,,,,,,,,,,,,
Monte Carlo method,蒙特卡罗法、随机模拟法,,,,,,,,,,,,,,
morbidity,疾病、发病率,,,,,,,,,,,,,,
mortality,死亡、死亡率,,,,,,,,,,,,,,
mortality rate,死亡率,,,,,,,,,,,,,,
MRCT,国际多地区临床试验,,,,,,,,,,,,,,
MSE,均方误差,,,,,,,,,,,,,,
Müller & Schäfer method,Müller-Schäfer 方法,,,,,,,,,,,,,,
multi-arm trial,多臂试验,,,,,,,,,,,,,,
multicentre trial,多中心试验,,,,,,,,,,,,,,
multicollinearity,多重共线性,,,,,,,,,,,,,,
multi-level continuous sampling inspection,多水平连续抽样检验,,,,,,,,,,,,,,
multinomial distribution,多项分布,,,,,,,,,,,,,,
Multiple adaptive design,多重适应性设计,,,,,,,,,,,,,,
multiple characteristic chart,多维特性控制图,,,,,,,,,,,,,,
multiple comparison,多重比较,,,,,,,,,,,,,,
multiple comparison procedure,多重比较方法,,,,,,,,,,,,,,
multiple criteria decision analysis (MCDA),多标准决策分析 (又简称MCDA),,,,,,,,,,,,,,
multiple dose,多剂量,,,,,,,,,,,,,,
multiple endpoint,多终点,,,,,,,,,,,,,,
Multiple Endpoints,多个终点,,,,,,,,,,,,,,
multiple imputation (MI),多重插补法（又简称为MI）,,,,,,,,,,,,,,
Multiple Imputation，MI,多重填补,,,,,,,,,,,,,,
multiple interpolation,多重内插法,,,,,,,,,,,,,,
multiple linear regression,多元线性回归,,,,,,,,,,,,,,
multiple linear regression model,多元线性回归模型,,,,,,,,,,,,,,
multiple matching,多重匹配,,,,,,,,,,,,,,
multiple regression,多重回归,,,,,,,,,,,,,,
multiple stage adaptive design,多阶段适应性设计,,,,,,,,,,,,,,
multiple stage design,多阶段设计,,,,,,,,,,,,,,
multiple statistical inference,多重统计推断,,,,,,,,,,,,,,
multiple testing,多重检验,,,,,,,,,,,,,,
multiple variable analysis,多变量分析,,,,,,,,,,,,,,
multiple variables,多个变量,,,,,,,,,,,,,,
multiple-endpoint adaptive design,多终点适应性设计,,,,,,,,,,,,,,
multiplicative model,乘法模型,,,,,,,,,,,,,,
Multiplicity,多重性,,,,,,,,,,,,,,
multiplicity,多重性,,,,,,,,,,,,,,
Multiplicity,多重性,,,,,,,,,,,,,,
Multiplicity Adjustment,多重性调整,,,,,,,,,,,,,,
Multiplicity Issues,多重性问题,,,,,,,,,,,,,,
"Multi-regional Clinical Trial, MRCT",多区域临床试验,,,,,,,,,,,,,,
"Multi-regional clinical trial, MRCT",多区域临床试验,,,,,,,,,,,,,,
multi-regional clinical trual (MRCT),国际多地区临床试验（又简称MRCT）,,,,,,,,,,,,,,
multi-stage adaptive test,多阶段适应性检验,,,,,,,,,,,,,,
multistage cluster sampling,多阶整群抽样,,,,,,,,,,,,,,
multi-stage sampling,多阶抽样,,,,,,,,,,,,,,
multivariate analysis,多元分析,,,,,,,,,,,,,,
multivariate analysis of covariance,多元方差分析,,,,,,,,,,,,,,
multivariate analysis of variance （MANOVA),多元方差分析 （又简称为MANOVA）,,,,,,,,,,,,,,
multivariate controI chart,多变量控制图,,,,,,,,,,,,,,
multivariate distribution,多维分布,,,,,,,,,,,,,,
multivariate normal distribution,多维正态分布,,,,,,,,,,,,,,
multivariate normality,多元正态性,,,,,,,,,,,,,,
multivariate probability distribution,多维概率分布,,,,,,,,,,,,,,
multivariate probit model,多元probit模型,,,,,,,,,,,,,,
mutation,突变,,,,,,,,,,,,,,
naïve p-value,原始P值,,,,,,,,,,,,,,
Naive-Bayes boosting,朴素贝叶斯提升,,,,,,,,,,,,,,
natality,出生率,,,,,,,,,,,,,,
National Institutes of Health (NIH),美国国立卫生研究院 (简称NIH),,,,,,,,,,,,,,
Natural Disease History Study,疾病自然史研究,,,,,,,,,,,,,,
Natural Population,自然人群,,,,,,,,,,,,,,
negative association,负关联,,,,,,,,,,,,,,
negative binomial distribution,负二项分布,,,,,,,,,,,,,,
negative correlation,负相关性,,,,,,,,,,,,,,
negative predictivity,阴性预测,,,,,,,,,,,,,,
negative skewness,负偏态,,,,,,,,,,,,,,
nested design,嵌套设计,,,,,,,,,,,,,,
net state variable,净状态变量,,,,,,,,,,,,,,
neural network boosting,神经网络提升,,,,,,,,,,,,,,
new drug application (NDA),新药上市申请（又简称NDA）,,,,,,,,,,,,,,
"New Drug Application, NDA",新药申请,,,,,,,,,,,,,,
Newly emerging adverse event,新发不良事件,,,,,,,,,,,,,,
next generation sequencing (NGS),"下一代测序,高通量测序（又简称NGS）",,,,,,,,,,,,,,
NNT,需要接受治疗的患者数,,,,,,,,,,,,,,
No Treatment Control,无用药对照,,,,,,,,,,,,,,
n-of-1 Design,n-of-1设计,,,,,,,,,,,,,,
Nominal Level,名义检验水准,,,,,,,,,,,,,,
nominal sampling time,计划采样时间,,,,,,,,,,,,,,
nominal scale,名义尺度,,,,,,,,,,,,,,
nominal value,标称值,,,,,,,,,,,,,,
non responder imputation,无应答者填补、无应答者插补,,,,,,,,,,,,,,
Non-comparative Analysis,非比较分析,,,,,,,,,,,,,,
non-compartmental analysis,非房室模型分析,,,,,,,,,,,,,,
non-compliance,不依从,,,,,,,,,,,,,,
non-complier,不依从者,,,,,,,,,,,,,,
nonconforming item,不合格品,,,,,,,,,,,,,,
nonconforming unit,不合格单元,,,,,,,,,,,,,,
nonconformity,不合格,,,,,,,,,,,,,,
non-ignorable,不可忽视,,,,,,,,,,,,,,
Non-Independent,非独立,,,,,,,,,,,,,,
noninferiority design,非劣效性设计,,,,,,,,,,,,,,
non-inferiority margin,非劣效界值,,,,,,,,,,,,,,
noninferiority testing,非劣效性检验,,,,,,,,,,,,,,
Non-Inferiority Trial，NI,非劣效性试验,,,,,,,,,,,,,,
noninformative censoring,非信息删失,,,,,,,,,,,,,,
non-linear correlation,非线性相关,,,,,,,,,,,,,,
nonlinear mixed effect model,非线性混合效应模型,,,,,,,,,,,,,,
nonlinear regression model,非线性回归模型,,,,,,,,,,,,,,
nonmonotone dose-response curve,非单调剂量反应曲线,,,,,,,,,,,,,,
nonmonotone missingness,非单调缺失,,,,,,,,,,,,,,
nonmonotonic dose-response relationship,非单调剂量反应关系,,,,,,,,,,,,,,
non-normal data,非正态数据,,,,,,,,,,,,,,
non-parallel model,非平行模型,,,,,,,,,,,,,,
nonparametric method,非参数方法,,,,,,,,,,,,,,
nonparametric ROC curve,非参数 ROC 曲线,,,,,,,,,,,,,,
nonparametric statistics,非参数统计,,,,,,,,,,,,,,
nonparametric stopping boundary approach,非参数停止边界方法,,,,,,,,,,,,,,
nonparametric test,非参数检验,,,,,,,,,,,,,,
nonparametric trend test,非参数趋势检验,,,,,,,,,,,,,,
nonrandom missing data,非随机缺失数据,,,,,,,,,,,,,,
non-randomized basket trial,非随机篮式试验,,,,,,,,,,,,,,
non-significant,非显著,,,,,,,,,,,,,,
non-stationarity,非平稳性,,,,,,,,,,,,,,
normal approximation,正态近似,,,,,,,,,,,,,,
normal bin width,正常仓宽,,,,,,,,,,,,,,
normal curve,正态曲线,,,,,,,,,,,,,,
normal deviate,正态离差,,,,,,,,,,,,,,
normal distribution,正态分布,,,,,,,,,,,,,,
normal kurtosis,正态峰,,,,,,,,,,,,,,
normal population,正态总体,,,,,,,,,,,,,,
normal posterior distribution,正态后验分布,,,,,,,,,,,,,,
normal probability curve,正态概率曲线,,,,,,,,,,,,,,
normal range,正常范围,,,,,,,,,,,,,,
normal response,正态响应,,,,,,,,,,,,,,
normal test,正态性检验,,,,,,,,,,,,,,
normal value,正常值,,,,,,,,,,,,,,
normality,正态性,,,,,,,,,,,,,,
normality assumption,正态假设,,,,,,,,,,,,,,
normality test,正态性检验,,,,,,,,,,,,,,
normalized dose ratio,标准化剂量比值,,,,,,,,,,,,,,
"Normalized predictive distribution error, NPDE",正态预测分布误差法,,,,,,,,,,,,,,
normalized ratio,归一化比率,,,,,,,,,,,,,,
normal-normal hierarchical model,正态-正态分层模型,,,,,,,,,,,,,,
n-stage group sequential design,N阶成组序贯设计,,,,,,,,,,,,,,
nuisance parameter,干扰参数,,,,,,,,,,,,,,
null hypothesis,原假设,,,,,,,,,,,,,,
number needed to treat (NNT),需要接受治疗的患者数（又缩写为NNT）,,,,,,,,,,,,,,
number of deaths avoided,避免的死亡人数,,,,,,,,,,,,,,
numerical descriptive statistics,数值描述统计量,,,,,,,,,,,,,,
numerical method,数值方法,,,,,,,,,,,,,,
"Numerical predictive check, NPC",数值预测检验,,,,,,,,,,,,,,
numerical variable,数值变量,,,,,,,,,,,,,,
O’Brien- Flemingstopping boundary,O’Brien-Fleming 停止边界,,,,,,,,,,,,,,
objective decision criteria,客观决策标准、指标,,,,,,,,,,,,,,
objective function,目标函数,,,,,,,,,,,,,,
objective response rate (ORR),客观缓解率（又简称ORR）,,,,,,,,,,,,,,
"Objective Response Rate, ORR",客观缓解率,,,,,,,,,,,,,,
O'Brien-Fleming boundary,O'Brien-Fleming 边界,,,,,,,,,,,,,,
observation,观测值,,,,,,,,,,,,,,
observation time,观测时间,,,,,,,,,,,,,,
observational data,观测性数据,,,,,,,,,,,,,,
Observational Study,观察性研究,,,,,,,,,,,,,,
observational study,观察性研究,,,,,,,,,,,,,,
observed unit,观察单位,,,,,,,,,,,,,,
observed value,观测值,,,,,,,,,,,,,,
observer bias,观察者偏倚,,,,,,,,,,,,,,
occurrence,发生率、发生次数等,,,,,,,,,,,,,,
odds,优势，比数，比值,,,,,,,,,,,,,,
odds ratio (OR),优势比，比数比 (又简称OR),,,,,,,,,,,,,,
"Odds Ratio, OR",优势比,,,,,,,,,,,,,,
one-factor ANOVA design with repeated measure,重复测量的单因素方差分析设计,,,,,,,,,,,,,,
one-factor experiment,单因子试验,,,,,,,,,,,,,,
one-sample problem,单样本问题,,,,,,,,,,,,,,
one-sample t-test,单样本 t 检验,,,,,,,,,,,,,,
one-sided 95% confidence interval,单侧95%置信区间,,,,,,,,,,,,,,
one-sided confidence interval,单侧置信区间,,,,,,,,,,,,,,
one-sided test,单侧检验,,,,,,,,,,,,,,
one-to-one matching,一对一匹配,,,,,,,,,,,,,,
one-way analysis of variance（ANOVA）,单因素方差分析（又简称ANOVA）,,,,,,,,,,,,,,
one-way layout,单因子布局,,,,,,,,,,,,,,
one-way scatter plot,单因子散点图,,,,,,,,,,,,,,
On-site Monitoring,现场监查,,,,,,,,,,,,,,
Open Label,非盲,,,,,,,,,,,,,,
open label study,开放标签研究,,,,,,,,,,,,,,
operating characteristic,操作特性,,,,,,,,,,,,,,
operating characteristic carve,操作特性曲线,,,,,,,,,,,,,,
operational efﬁciency,运营效率,,,,,,,,,,,,,,
opportunity space,机会空间,,,,,,,,,,,,,,
optimal adaptive design,最优适应性设计,,,,,,,,,,,,,,
optimal allocation,最优分配,,,,,,,,,,,,,,
optimal design,最优设计,,,,,,,,,,,,,,
optimal dose selection,最佳剂量选择,,,,,,,,,,,,,,
optimal experimental design,最佳试验设计,,,,,,,,,,,,,,
optimal randomized play-the-winner (ORPW) model,最佳随机胜者模型 (又简称ORPW模型),,,,,,,,,,,,,,
optimal sample size in decision analysis,决策分析中的最佳样本量,,,,,,,,,,,,,,
optimality,最优性,,,,,,,,,,,,,,
optimism corrected c-statistic,最优修正 c 统计量,,,,,,,,,,,,,,
optimum information rate,最佳信息率,,,,,,,,,,,,,,
order statistics,次序统计量,,,,,,,,,,,,,,
ordered categorical data,有序分类数据,,,,,,,,,,,,,,
ordered contingency table,有序列联表,,,,,,,,,,,,,,
ordinal data,有序数据,,,,,,,,,,,,,,
ordinal logistic regression,有序logistic回归,,,,,,,,,,,,,,
ordinal number,秩号,,,,,,,,,,,,,,
ordinal scale,有序尺度,,,,,,,,,,,,,,
ordinal variable,有序变量,,,,,,,,,,,,,,
ordinate,纵坐标,,,,,,,,,,,,,,
orphan drug programs,孤儿药计划,,,,,,,,,,,,,,
orthogonal array,正交表,,,,,,,,,,,,,,
orthogonal contrast,正交对照,,,,,,,,,,,,,,
orthogonal design,正交设计,,,,,,,,,,,,,,
orthogonal table,正交表,,,,,,,,,,,,,,
outcome,结局,,,,,,,,,,,,,,
outcome measure,结果测量、结局测量,,,,,,,,,,,,,,
outcome study,基于结局发生为终点的研究,,,,,,,,,,,,,,
Outcome Variable,结局变量,,,,,,,,,,,,,,
outlier,"异常值,离群值",,,,,,,,,,,,,,
outliers in training set,训练集中的异常值,,,,,,,,,,,,,,
out-of-control criteria,失控准则,,,,,,,,,,,,,,
overall accuracy,整体准确度,,,,,,,,,,,,,,
overall conﬁdence level,总置信水平,,,,,,,,,,,,,,
overall exact p-value,总体精确p值,,,,,,,,,,,,,,
overall likelihood function,总似然函数,,,,,,,,,,,,,,
overall response rate (ORR),总缓解率（又简称ORR）,,,,,,,,,,,,,,
overall survival (OS),总生存期（又简称OS）,,,,,,,,,,,,,,
"Overall Survival, OS",总生存期,,,,,,,,,,,,,,
overdispersed,过度分散的,,,,,,,,,,,,,,
overdispersion,过度分散,,,,,,,,,,,,,,
Over-fitting,过度拟合,,,,,,,,,,,,,,
p value,p值,,,,,,,,,,,,,,
paired comparison,配对比较,,,,,,,,,,,,,,
paired observation,成对观察,,,,,,,,,,,,,,
paired t-test,配对 t 检验,,,,,,,,,,,,,,
paired Wilcoxon test,配对 Wilcoxon 检验,,,,,,,,,,,,,,
pairing data,配对数据、配对资料,,,,,,,,,,,,,,
pair-matched case-control study,配对病例对照研究,,,,,,,,,,,,,,
pair-matched data,配对数据,,,,,,,,,,,,,,
pair-matched design,配对设计,,,,,,,,,,,,,,
pairwise comparison,成对比较,,,,,,,,,,,,,,
parallel design study,平行设计研究,,,,,,,,,,,,,,
parallel gatekeeping procedure,平行把关方法,,,,,,,,,,,,,,
parallel group design,平行组设计,,,,,,,,,,,,,,
Parallel Groups Design,平行设计,,,,,,,,,,,,,,
parallel-group,平行组,,,,,,,,,,,,,,
parallel-group active-control trial,平行组阳性对照试验,,,,,,,,,,,,,,
parallelism,平行性,,,,,,,,,,,,,,
parameter,参数,,,,,,,,,,,,,,
parameter estimate,参数估计,,,,,,,,,,,,,,
parametric statistics,参数统计学,,,,,,,,,,,,,,
parametric survival model,参数生存模型,,,,,,,,,,,,,,
parametric test,参数检验,,,,,,,,,,,,,,
partial balanced incomplete block design,部分平衡不完全区组设计,,,,,,,,,,,,,,
partial correlation,偏相关,,,,,,,,,,,,,,
partial exchangeability,部分可交换性,,,,,,,,,,,,,,
partial least squares (PLS),偏最小二乘法 (又简称为PLS),,,,,,,,,,,,,,
partial likelihood,偏似然,,,,,,,,,,,,,,
partial regression coefficient,偏回归系数,,,,,,,,,,,,,,
"Partial Response, PR",部分缓解,,,,,,,,,,,,,,
partial score residuals,部分计分残差,,,,,,,,,,,,,,
partially nonlinear model,部分非线性模型,,,,,,,,,,,,,,
partition principle,分区原则,,,,,,,,,,,,,,
pathological complete response (pCR),病理完全缓解（又简称pCR）,,,,,,,,,,,,,,
patient compliance,患者依从性,,,,,,,,,,,,,,
patient disposition,患者分布、患者处置,,,,,,,,,,,,,,
Patient recruitment status,招募状态,,,,,,,,,,,,,,
Patient-focused Drug Development，PFDD,患者为中心的药物研发,,,,,,,,,,,,,,
"Patient-reported Outcome , PRO",患者报告结局,,,,,,,,,,,,,,
Pattern Mixture Models，PMM,模式混合模型,,,,,,,,,,,,,,
pattern-mixture model (PMM),模式混合模型（又简称PMM）,,,,,,,,,,,,,,
p-cloud distribution,P-云分布,,,,,,,,,,,,,,
PD-L1 staining,PD-L1 染色,,,,,,,,,,,,,,
peak trough relationship,峰谷关系,,,,,,,,,,,,,,
Pearson index,Pearson指数,,,,,,,,,,,,,,
Pearson residuals,Pearson残差,,,,,,,,,,,,,,
Pearson’s correlation coefficient,Pearson相关系数,,,,,,,,,,,,,,
Pearson’s test,Pearson检验,,,,,,,,,,,,,,
penalized quasi-likelihood (PQL) estimate,惩罚拟似然估计,,,,,,,,,,,,,,
per protocol set (PPS),符合方案集（又简称PPS）,,,,,,,,,,,,,,
"Per Protocol Set, PPS",符合方案集,,,,,,,,,,,,,,
percentage bar chart,百分条图,,,,,,,,,,,,,,
percentile,百分位数,,,,,,,,,,,,,,
percentile method,百分位法,,,,,,,,,,,,,,
periodic systematic sampling,等距抽样,,,,,,,,,,,,,,
permutation,排列,,,,,,,,,,,,,,
permutation resampling method,置换重抽样方法,,,,,,,,,,,,,,
Permutation Test,置换检验,,,,,,,,,,,,,,
permuted block design,置换区组设计,,,,,,,,,,,,,,
permuted block randomisation,置换区组随机化,,,,,,,,,,,,,,
per-protocol analysis set,符合方案分析集,,,,,,,,,,,,,,
person-time,人时,,,,,,,,,,,,,,
person-year,人年,,,,,,,,,,,,,,
person-year data,人年数据,,,,,,,,,,,,,,
person-year method,人年法,,,,,,,,,,,,,,
Peto test,Peto检验,,,,,,,,,,,,,,
p-fractile,p-分位数,,,,,,,,,,,,,,
Phamacodynamics,药效学,,,,,,,,,,,,,,
pharmacodynamic analysis set,药效动力学分析集,,,,,,,,,,,,,,
pharmacokinetic/pharmacodynamic (PK/PD) modelling,药代动力学/药效学 (PK/PD) 建模,,,,,,,,,,,,,,
Pharmacokinetics,药代动力学,,,,,,,,,,,,,,
Pharmacokinetics (PK) Phase-I clinical trial,I期药代动力学临床试验,,,,,,,,,,,,,,
"Pharmacokinetics Concentration Set, PKCS",药代动力学浓度集,,,,,,,,,,,,,,
"Pharmacokinetics Parameter Set, PKPS",药代动力学参数集,,,,,,,,,,,,,,
phase I trial,I期试验,,,,,,,,,,,,,,
phase II trial,II期试验,,,,,,,,,,,,,,
phase III trial,III期试验,,,,,,,,,,,,,,
phase I-IV trial,I至IV 期试验,,,,,,,,,,,,,,
phase IV trial,IV期试验,,,,,,,,,,,,,,
phase-II clinical trial,II期临床试验,,,,,,,,,,,,,,
phase-III clinical trial,III期临床试验,,,,,,,,,,,,,,
Physiologically-based Pharmacokinetics(PBPK),基于生理的药代动力学模型,,,,,,,,,,,,,,
pie diagram/chart,饼图,,,,,,,,,,,,,,
placebo,安慰剂,,,,,,,,,,,,,,
placebo-controlled,安慰剂对照,,,,,,,,,,,,,,
platform trial,平台试验,,,,,,,,,,,,,,
play the winner rule,择优规则,,,,,,,,,,,,,,
play-the-winner model,择优模型,,,,,,,,,,,,,,
"Play-the-Winner, PW",胜者优先,,,,,,,,,,,,,,
Pocock criterium for stopping a trial,停止试验的 Pocock 阈值,,,,,,,,,,,,,,
Pocock's stopping boundary,Pocock 停止边界,,,,,,,,,,,,,,
Pocock-Simon minimization algorithm,Pocock-Simon 最小化算法,,,,,,,,,,,,,,
Pocock-Simon's model,Pocock-Simon模型,,,,,,,,,,,,,,
point estimate,点估计量,,,,,,,,,,,,,,
point of control,控制点,,,,,,,,,,,,,,
point-in-time analysis,时间点分析,,,,,,,,,,,,,,
Poisson distribution,Poisson分布,,,,,,,,,,,,,,
Poisson model,Poisson模型、泊松模型,,,,,,,,,,,,,,
Poisson regression,Poisson回归,,,,,,,,,,,,,,
